Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
Existing Customer,41.4999789279436,M,0,High School,Single,$60K - $80K,Blue,36,1,4,1,3458.384676568189,1965,4259.0,0.739,4018.3341055778615,55.0,0.699,0.316
Existing Customer,53.2258892440126,F,2,Unknown_Education,Single,Less than $40K,Blue,20,6,8,3,811.3349215090702,1468,616.0,1.004,507.85313875513214,12.0,0.556,0.704
Attrited Customer,72.86068094866188,M,3,Graduate,Married,$80K - $120K,Blue,37,5,8,1,20050.203217636426,1416,33100.0,0.491,1670.1309489332182,20.0,0.512,0.041
Existing Customer,57.29736817304488,M,4,High School,Unknown,$60K - $80K,Blue,30,3,7,2,7997.195283549301,1900,12770.0,0.806,1732.920743455123,42.0,0.766,0.13
Existing Customer,77.9238769458808,F,2,Uneducated,Married,Unknown,Blue,35,3,7,0,1370.7512213699276,2376,649.0,1.252,513.9973020043952,7.0,1.875,0.785
Existing Customer,71.77298725887746,F,2,Unknown,Single,Less than $40K,Blue,48,5,9,2,1381.1832083707059,1316,3281.0,0.646,1546.9501923539856,33.0,0.511,0.286
Attrited Customer,48.613113000601345,F,3,High School,Single,Less than $40K,Blue,28,4,5,1,1226.4171195535994,753,2191.0,0.707,817.5940987659926,23.0,0.848,0.256
Attrited Customer,69.43702479864984,M,2,Unknown_Education,Married,$120K +,Blue,36,4,7,2,4296.308589829006,871,9945.0,0.606,690.3909729943881,40.0,0.581,0.081
Existing Customer,60.68246574937196,F,3,College,Single,Less than $40K,Blue,32,1,8,1,3341.721486302146,1051,6875.0,0.729,3824.335898895911,40.0,0.554,0.133
Attrited Customer,57.29880020713163,F,4,College,Single,Less than $40K,Blue,41,6,8,2,1954.7444038975618,2517,1268.0,0.574,1064.2621839512638,23.0,0.742,0.665
Existing Customer,60.25578614662648,M,2,Unknown_Education,Single,Less than $40K,Blue,43,3,9,2,1924.306496068636,1685,4260.0,0.9,1695.423436170636,40.0,0.718,0.283
Attrited Customer,65.86915953775862,F,3,Graduate,Married,Unknown,Blue,45,1,7,1,1534.3508209428512,1848,967.0,0.563,863.2973496007684,17.0,0.45,0.656
Existing Customer,63.15046453192954,M,1,Unknown_Education,Unknown,$40K - $60K,Blue,43,2,6,3,,0,9060.0,0.775,4320.634659104768,47.0,0.645,0.0
Attrited Customer,58.32365633758728,M,0,Graduate,Unknown,$60K - $80K,Silver,36,1,4,1,12766.867817787084,1584,27988.0,0.738,3465.845607041428,31.0,0.6,0.054
Attrited Customer,69.58555956511088,F,0,High School,Divorced,Less than $40K,Blue,36,5,4,3,1659.3059611793396,869,2663.0,1.038,1324.1067462119129,37.0,0.778,0.246
Attrited Customer,56.59120363531349,F,3,Graduate,Unknown,Unknown,Blue,30,3,5,1,4309.583273700307,0,8869.0,0.413,922.4781366767659,18.0,0.429,0.0
Attrited Customer,77.15711628971626,F,1,Graduate,Married,,Blue,48,2,9,1,4438.918889082062,2216,7710.0,0.524,1496.234355209849,37.0,0.553,0.223
Attrited Customer,73.10553133442733,F,1,Uneducated,Divorced,$40K - $60K,Blue,52,4,5,3,1019.7827825995521,2517,285.0,0.664,1085.7318008826335,26.0,0.723,0.898
Existing Customer,57.730273457624264,M,4,Graduate,Married,$80K - $120K,Blue,28,4,7,2,4400.761280228722,1203,8818.0,0.93,586.0734911998693,13.0,1.0,0.12
Attrited Customer,59.79048125700184,F,3,Uneducated,Single,Unknown,Blue,36,3,8,3,1489.5131716800254,710,3318.0,0.731,345.6794031016884,7.0,0.833,0.176
Attrited Customer,55.17836763006113,M,4,Graduate,Single,,Blue,33,4,5,2,16174.773589300858,0,32535.0,0.792,2084.624768763752,46.0,0.795,0.0
Attrited Customer,53.42081311019676,F,3,Graduate,Married,$40K - $60K,Blue,29,5,5,3,,1068,914.0,0.881,1302.1488486791516,22.0,0.871,0.539
Existing Customer,65.1891426499622,F,5,High School,Single,Less than $40K,Blue,37,5,6,3,879.1637913177108,0,1493.0,0.605,2180.571360417678,46.0,0.638,0.0
Attrited Customer,55.15113571877552,F,2,Post-Graduate,Married,Less than $40K,Blue,47,3,9,3,767.4548217820054,0,1438.3,1.053,240.4405718200787,13.0,0.375,0.0
Attrited Customer,61.05588319516882,F,4,Graduate,Divorced,,Blue,42,1,7,3,2022.1216129479535,2517,3281.0,0.58,900.7923335611216,25.0,0.433,0.434
Existing Customer,56.45035978360383,F,2,Unknown_Education,Married,Less than $40K,Blue,26,5,7,2,1634.2601218095458,2517,954.0,0.743,874.1512074388841,16.0,0.889,0.725
Attrited Customer,47.10828142723279,M,2,Unknown_Education,Single,$80K - $120K,Blue,36,5,4,4,5803.185816707714,0,14544.0,0.768,1309.7652764647144,51.0,0.769,0.0
Existing Customer,60.38219980009295,M,3,High School,Married,$60K - $80K,Blue,35,4,6,3,6207.279650724871,1635,13066.0,0.618,747.6813952456386,29.0,0.533,0.111
Attrited Customer,67.13265370512086,F,3,Unknown_Education,Single,Less than $40K,Blue,32,5,9,3,1964.7087838027717,0,4204.0,1.073,1696.2908733299164,33.0,0.604,0.0
Existing Customer,76.79798441768904,M,2,Doctorate,Single,$120K +,Blue,36,4,8,5,14190.564021760618,582,25291.0,0.769,1872.256284432701,45.0,0.647,0.022
Existing Customer,66.69510908403439,M,2,Unknown_Education,Married,$80K - $120K,Blue,45,6,8,2,952.884953410232,1478,389.0,0.727,1655.7250412708772,42.0,0.707,0.792
Existing Customer,39.028393561719476,M,2,Graduate,Single,$80K - $120K,Blue,29,3,5,3,6704.788478697589,1678,11717.0,1.006,1207.7205010378611,28.0,0.865,0.125
Existing Customer,49.26400126634772,M,2,College,Single,$80K - $120K,Blue,36,6,5,2,3487.2769803458104,2147,6227.0,1.113,659.3148312117013,37.0,1.167,0.256
Attrited Customer,68.92881853984795,M,1,Unknown_Education,Unknown,$60K - $80K,Blue,43,2,8,3,5166.139283330346,1083,9519.0,0.656,4224.308383397924,49.0,0.75,0.102
Existing Customer,43.0723885203695,F,0,Uneducated,Single,Less than $40K,Blue,36,4,5,2,652.1588528459084,0,1679.0,0.658,1229.0432210977065,26.0,0.761,0.0
Attrited Customer,47.61386200285316,F,3,Uneducated,Single,,Blue,36,4,8,3,1532.7799568006528,1458,1166.0,0.809,2174.294368565044,33.0,0.743,0.556
Existing Customer,83.02987427812072,F,0,Graduate,Single,,Gold,55,4,9,2,4108.424782910614,2517,4952.0,0.656,4386.171344863341,56.0,0.771,0.337
Attrited Customer,48.202055466214134,F,2,Graduate,Married,$40K - $60K,Blue,32,3,5,2,4680.08135646508,0,9576.0,0.817,859.5897398672834,20.0,0.4,0.0
Attrited Customer,58.121746284442764,M,3,High School,Single,$80K - $120K,Blue,35,3,8,4,4319.740053398105,0,11851.0,0.43,1686.7073487333773,22.0,0.622,0.0
Existing Customer,60.2829208188944,F,3,Graduate,Married,Unknown,Blue,36,4,7,3,7261.855967265374,819,20423.0,0.499,289.55362642550364,14.0,0.542,0.039
Attrited Customer,53.02606211222817,F,2,Unknown,Single,Less than $40K,Blue,25,4,8,1,895.8223504983598,935,846.0,0.868,1317.4492337410545,38.0,0.974,0.525
Attrited Customer,65.25529235610676,F,1,Unknown,Single,Less than $40K,Blue,40,6,7,3,1485.4024819912784,1793,918.0,0.681,1955.4242409335202,30.0,0.717,0.661
Existing Customer,69.20810503006896,M,2,Unknown_Education,Single,$120K +,Blue,36,5,5,3,6132.964205799767,2090,8530.0,0.88,1272.3309892823158,30.0,0.838,0.197
Existing Customer,55.33920065650758,M,4,Unknown,Divorced,$40K - $60K,Gold,28,4,7,2,12969.934786679756,1788,22193.0,0.631,615.9002753789775,13.0,0.308,0.075
Attrited Customer,68.8183640384103,F,0,High School,Married,Less than $40K,Blue,45,5,7,2,1566.5138025950762,789,1915.0,1.039,1180.9753598250466,36.0,0.769,0.292
Attrited Customer,66.04858686809315,F,2,Graduate,Single,$40K - $60K,Blue,41,2,7,3,5914.403797344557,1845,8908.0,0.689,1857.4611886953383,45.0,0.702,0.172
Attrited Customer,65.72250665258923,F,2,College,Single,$40K - $60K,Blue,36,3,8,1,3383.570238999207,1946,4425.0,0.582,1590.5123459268643,27.0,0.756,0.305
Attrited Customer,42.37595746793784,F,1,Graduate,Single,Less than $40K,Blue,36,3,7,6,1025.4118727296998,0,2761.0,1.047,751.2335690364507,19.0,0.654,0.0
Attrited Customer,47.06920121291644,M,2,Graduate,Married,$60K - $80K,Blue,36,3,7,4,2314.3161469444917,1518,4032.0,1.182,636.0805040505485,29.0,0.771,0.274
Existing Customer,59.17296496030768,M,4,Unknown,Married,$60K - $80K,Blue,32,4,7,1,4808.654292513891,1586,8421.0,0.921,873.1993788126441,31.0,0.711,0.158
Attrited Customer,56.18932181456023,F,3,Graduate,Divorced,,Blue,41,1,6,3,597.58044107091,0,1477.0,0.768,700.4619638274926,24.0,0.654,0.0
Existing Customer,66.76908922949211,M,3,High School,Single,,Silver,41,2,6,1,10926.72492352198,0,34516.0,0.627,4195.919220280551,56.0,0.735,0.0
Existing Customer,60.656847098717,M,2,Unknown_Education,Single,$40K - $60K,Blue,43,2,6,3,1098.6311712247425,1603,254.0,0.579,688.3447014803871,13.0,1.263,0.863
Attrited Customer,84.61596410660628,M,0,High School,Married,Less than $40K,Blue,54,4,9,2,1232.0208874488803,1361,779.0,0.46,261.433883228737,16.0,1.0,0.636
Existing Customer,62.342765680721364,F,3,High School,Married,Less than $40K,Blue,32,6,5,3,1322.4487514366767,2087,503.0,0.7,1788.0966904204352,30.0,0.78,0.806
Attrited Customer,54.79657383663991,F,2,Graduate,Married,Less than $40K,Blue,30,1,6,2,3185.7032678257483,0,5723.0,0.85,2755.3132074876025,52.0,0.69,0.0
Attrited Customer,64.82167692060958,F,4,Unknown,Married,$40K - $60K,Blue,45,2,7,3,825.343124952788,0,2158.0,0.585,178.9483744417756,5.0,0.714,0.0
Attrited Customer,44.89880219836482,M,4,Graduate,Unknown,,Blue,22,5,5,3,,0,8632.0,0.395,568.8028564408684,23.0,0.739,0.0
Existing Customer,59.01504754159814,F,4,Unknown_Education,Married,,Blue,39,4,8,2,8776.289328139765,836,24044.0,0.701,255.82936280665174,10.0,1.083,0.034
Attrited Customer,48.06307528274733,F,3,Graduate,Single,Less than $40K,Blue,35,1,8,2,501.18822467988076,771,849.0,0.675,2036.1162887004807,33.0,0.655,0.476
Attrited Customer,69.54174851469736,M,0,Post-Graduate,Single,$60K - $80K,Blue,43,5,7,2,4230.375457076999,0,12218.0,1.005,2425.2432958065333,19.0,0.59,0.0
Existing Customer,62.31213158037408,M,4,Uneducated,Single,$80K - $120K,Blue,30,3,6,3,11700.36538546691,0,34516.0,1.621,300.9248132808693,10.0,1.333,0.0
Attrited Customer,53.98847285531506,F,4,High School,Unknown,Less than $40K,Blue,37,3,6,4,1030.050364636409,2136,397.0,0.757,1595.9485173670553,16.0,1.174,0.843
Existing Customer,45.725977613523746,F,2,Graduate,Married,Less than $40K,Blue,32,5,9,3,2527.126895955884,0,4429.0,1.065,489.1819739684595,13.0,0.818,0.0
Attrited Customer,68.32946150378149,F,2,Unknown_Education,Married,Less than $40K,Blue,41,5,8,3,796.4996374856846,0,1438.3,0.691,1647.4309103842272,38.0,1.229,0.0
Attrited Customer,41.17639194087914,F,1,Unknown,Single,,Blue,20,3,4,2,,0,1695.0,0.561,858.9290768267017,16.0,0.593,0.0
Existing Customer,61.76464534551061,F,2,Unknown,Single,,Blue,36,3,6,2,735.4926405283051,1023,863.0,0.708,1432.6480850368114,30.0,0.884,0.542
Existing Customer,61.73872058381065,M,1,Unknown,Single,$120K +,Blue,44,5,9,1,10633.017144702762,0,17827.0,0.846,2068.460344003485,29.0,0.725,0.0
Existing Customer,51.735021719863,F,3,Unknown_Education,Married,,Blue,36,6,6,3,1218.0819945414212,1509,850.0,1.1,2334.3993117020414,36.0,0.814,0.64
Attrited Customer,71.11718984963144,F,1,Graduate,Single,Less than $40K,Blue,41,6,6,4,908.1514750870678,482,2519.0,0.814,1104.2963456857772,16.0,0.615,0.161
Existing Customer,68.10687999251968,M,4,Graduate,Married,$120K +,Silver,45,4,7,3,18902.077314192222,0,34516.0,0.849,4844.468915900564,45.0,0.724,0.0
Existing Customer,47.68503319674372,M,3,Unknown_Education,Married,$40K - $60K,Blue,41,5,7,2,800.1467385628488,0,2564.0,1.026,887.8684652275158,16.0,0.364,0.0
Existing Customer,45.04777175075428,M,3,Unknown_Education,Single,$60K - $80K,Blue,36,4,6,2,2733.8686549669064,1582,3762.0,0.537,479.19667590034004,13.0,1.0,0.296
Attrited Customer,66.123051384098,F,0,High School,Unknown,Less than $40K,Blue,34,4,9,3,1003.9225853241331,632,1591.0,0.665,1127.7142957679644,23.0,0.581,0.284
Attrited Customer,54.62330557190974,M,3,Unknown_Education,Married,$120K +,Blue,35,2,6,3,2126.4047633083123,1122,3794.0,0.659,2235.963094249926,28.0,0.706,0.228
Existing Customer,64.33279345529671,M,3,Unknown,Married,$60K - $80K,Blue,36,4,8,4,2386.019220579893,1582,4411.0,0.44,1226.4993569902622,20.0,0.684,0.264
Existing Customer,65.88053784903435,M,2,Unknown_Education,Married,$80K - $120K,Blue,36,4,8,3,,1049,22461.0,0.438,718.306113432878,17.0,0.296,0.045
Attrited Customer,60.66809646084373,F,2,College,Married,Less than $40K,Blue,33,1,9,2,,1405,2015.0,0.843,1800.2638107590321,44.0,0.596,0.411
Attrited Customer,66.01654695182762,M,2,College,Single,Less than $40K,Blue,36,3,8,3,,1955,616.0,0.531,491.4778994995352,11.0,0.714,0.76
Attrited Customer,59.39245907513261,F,2,Unknown_Education,Married,,Blue,48,3,9,3,868.1326379864302,0,1638.0,0.163,716.5857122312382,12.0,0.125,0.0
Existing Customer,51.557472534736846,F,0,Post-Graduate,Single,Less than $40K,Blue,18,6,7,2,1204.2023892987668,797,1335.0,0.779,1274.7986815802499,33.0,0.574,0.374
Existing Customer,58.09891258574727,F,3,Uneducated,Married,Less than $40K,Blue,45,3,6,3,1093.7318758007982,1300,938.0,1.071,1438.3142239972233,36.0,0.756,0.581
Attrited Customer,49.76351979815307,F,2,Graduate,Unknown,$40K - $60K,Blue,36,3,4,2,984.8258577526395,1250,886.0,0.74,1635.942940923928,40.0,0.66,0.585
Existing Customer,56.62507349171922,F,4,Unknown_Education,Single,Less than $40K,Blue,32,3,5,3,3267.613062244915,0,6158.0,1.411,702.9596947195022,34.0,0.784,0.0
Existing Customer,57.61781053937975,F,4,Unknown_Education,Married,Less than $40K,Blue,18,5,5,2,946.7706090081974,2024,906.0,0.903,833.9275237372551,14.0,0.7,0.691
Attrited Customer,51.50750225611449,F,2,Uneducated,Married,Unknown,Blue,36,1,8,3,6360.27016731693,1733,12002.0,0.614,653.4047729561694,19.0,0.654,0.126
Attrited Customer,67.77277776166181,F,2,Uneducated,Married,$40K - $60K,Blue,36,5,5,4,517.4533428588566,0,1438.3,0.529,685.2582762625075,21.0,0.5,0.0
Existing Customer,50.66117606390954,M,4,Graduate,Single,$40K - $60K,Blue,36,5,7,3,4076.4993472928177,0,11346.0,0.665,784.6759699237997,24.0,0.457,0.0
Existing Customer,48.853319988048916,F,3,Unknown_Education,Married,Less than $40K,Blue,36,6,9,1,2093.90537501852,1483,3476.0,0.902,1789.2603466367364,34.0,0.614,0.299
Existing Customer,48.14683092591155,F,2,Graduate,Single,,Blue,31,2,7,1,2028.1228434558582,0,3659.0,0.797,1974.005536842681,25.0,0.694,0.0
Attrited Customer,49.212822174047034,F,3,High School,Divorced,Less than $40K,Blue,37,2,7,2,,0,2052.0,0.77,1607.638810440117,31.0,0.674,0.0
Existing Customer,65.2307357657655,F,1,Unknown,Married,Less than $40K,Blue,36,3,7,3,1397.8399990258206,2081,801.0,0.644,1756.3368400820584,47.0,0.661,0.722
Existing Customer,52.92603380339592,F,2,Post-Graduate,Married,,Blue,28,5,4,1,1928.5331744887208,1910,3104.0,0.863,574.1403882619476,13.0,1.5,0.381
Existing Customer,78.31420203997484,F,1,High School,Unknown,$40K - $60K,Blue,42,3,7,1,1137.9637050253532,1884,658.0,0.715,1042.131086688492,48.0,1.095,0.741
Attrited Customer,70.82490267711707,M,2,High School,Single,$80K - $120K,Blue,52,6,6,4,15389.859276864103,0,32409.0,0.943,1090.4357310568448,32.0,0.571,0.0
Existing Customer,68.35471196124911,F,3,Unknown_Education,Single,Less than $40K,Blue,36,6,9,2,3746.938772351441,1156,6440.0,0.611,2027.3670436083642,36.0,0.738,0.152
Existing Customer,60.0129176356871,F,0,Uneducated,Married,Less than $40K,Blue,42,3,7,2,1785.3798240038536,1594,2155.0,0.738,2662.472504264503,36.0,0.534,0.425
Attrited Customer,49.76283518137763,F,2,Unknown_Education,Married,Less than $40K,Blue,32,3,7,2,1938.5141082303044,1980,1322.0,0.625,811.6863013346398,37.0,0.711,0.6
Existing Customer,52.99747758667695,F,2,High School,Married,Less than $40K,Blue,36,6,8,1,801.9587247948606,0,1438.3,0.909,1268.362970769156,31.0,0.907,0.0
Existing Customer,51.56087293851251,M,4,Graduate,Single,$120K +,Silver,36,2,6,1,12555.68607691981,1635,32881.0,0.768,2927.407721950202,26.0,0.564,0.047
Existing Customer,47.71744967540127,M,2,Unknown,Married,$120K +,Blue,31,3,8,4,15078.312309077843,1067,33449.0,0.487,1316.007154241992,28.0,0.636,0.031
Existing Customer,83.07918693294108,F,1,Graduate,Married,$40K - $60K,Blue,46,5,7,2,,1507,935.0,0.631,2018.7477022702128,40.0,0.809,0.617
Attrited Customer,48.20662806081297,F,3,Uneducated,Married,Less than $40K,Blue,27,6,6,3,1308.4020626622225,1791,438.0,1.139,351.74810211429343,14.0,0.6,0.803
Attrited Customer,47.56936896961646,F,3,Unknown_Education,Married,Less than $40K,Blue,34,3,7,2,1377.9821389332994,1981,469.0,0.712,965.200960697922,36.0,0.784,0.809
Existing Customer,65.01971470669454,M,0,Unknown,Single,$60K - $80K,Blue,42,1,7,0,5429.779867677508,1168,12241.0,0.625,939.3856721586519,48.0,0.745,0.087
Attrited Customer,66.47885906428925,M,5,Graduate,Divorced,$120K +,Blue,45,6,6,6,18191.074842808706,0,34516.0,0.757,2327.5610177041362,40.0,1.022,0.0
Attrited Customer,59.588507563905786,F,0,Graduate,Married,Less than $40K,Blue,36,1,5,3,905.7880477353754,0,1740.0,0.811,1411.21556076913,31.0,0.86,0.0
Existing Customer,58.5656731552867,M,3,Unknown_Education,Single,$80K - $120K,Blue,36,6,6,0,8977.252490085995,895,28640.0,0.952,1419.6622529675853,32.0,0.644,0.03
Existing Customer,50.088545471881076,M,3,High School,Single,$60K - $80K,Blue,37,3,6,3,1891.8750237728284,0,5951.0,0.742,1035.3895882796428,32.0,0.867,0.0
Existing Customer,56.26102511854182,M,1,High School,Married,$80K - $120K,Blue,36,6,8,2,4345.981410148808,994,9594.0,0.786,1909.244825550997,41.0,0.585,0.094
Existing Customer,62.126153110706696,F,3,Graduate,Single,Less than $40K,Silver,39,4,8,2,6137.436758949128,1260,10962.0,1.138,744.8129804281851,40.0,0.733,0.103
Existing Customer,51.668644334978765,M,2,Unknown_Education,Divorced,$80K - $120K,Blue,34,5,9,2,568.0419028897157,0,1452.0,0.97,1843.74792473191,28.0,0.846,0.0
Existing Customer,63.78616269716052,M,2,Unknown,Unknown,$120K +,Blue,33,6,8,2,,1014,18701.0,1.437,890.851265756516,14.0,0.667,0.051
Existing Customer,63.767042419003715,M,4,Unknown,Married,$120K +,Gold,46,6,7,3,12886.567856415959,2264,32252.0,1.975,653.476028322427,15.0,0.722,0.066
Attrited Customer,52.21390908335013,M,4,Graduate,Single,$60K - $80K,Blue,26,6,5,0,1764.1463697494237,917,3617.0,0.84,952.609759315411,27.0,0.61,0.202
Attrited Customer,41.06367038015419,F,3,Graduate,Married,Less than $40K,Blue,25,4,7,4,1294.4152065875128,2517,513.0,0.785,828.9962394336085,13.0,0.467,0.831
Attrited Customer,62.25794862396292,F,3,Unknown,Single,Unknown,Blue,34,2,6,3,11897.774430248644,0,26021.0,1.04,4397.440046182202,35.0,0.538,0.0
Attrited Customer,63.056731611800444,F,3,Doctorate,Unknown,Unknown,Blue,38,1,8,2,2034.820997448499,1594,2478.0,0.678,1653.2125203387511,44.0,0.886,0.391
Existing Customer,77.05103376033892,M,0,Unknown,Single,$40K - $60K,Blue,36,5,8,3,1231.708478344098,932,1231.0,1.127,690.6683845410948,31.0,0.839,0.431
Existing Customer,61.99527559971815,F,2,College,Single,,Blue,40,4,6,3,1171.7399684627094,2379,404.0,0.912,1927.2859809577956,25.0,1.0,0.855
Attrited Customer,60.30207060842933,F,4,High School,Divorced,$40K - $60K,Blue,31,5,6,4,1766.143534986052,1170,3531.0,0.547,1445.0166197613958,42.0,0.604,0.249
Attrited Customer,45.58546143124492,M,3,Doctorate,Married,$60K - $80K,Blue,29,3,5,3,,2517,1020.0,1.021,447.7597609552839,17.0,0.344,0.712
Existing Customer,49.6597042871835,M,5,Unknown_Education,Single,$120K +,Blue,39,6,9,1,,1839,2050.0,0.911,1873.0231930591028,33.0,0.703,0.473
Attrited Customer,54.122194565627986,M,0,Unknown_Education,Married,$60K - $80K,Blue,29,3,8,3,623.3222579125937,0,1460.0,0.738,783.7026309858622,15.0,0.5,0.0
Attrited Customer,47.89033740149785,F,4,Graduate,Divorced,Less than $40K,Blue,34,2,9,1,1880.7166722490554,1954,1241.0,0.971,503.1374417252634,11.0,0.706,0.612
Existing Customer,50.40781982698175,M,3,Graduate,Single,$120K +,Blue,29,4,6,0,5766.19013826965,941,8762.0,0.721,1996.8012681491111,26.0,1.025,0.097
Existing Customer,70.39864536034062,M,3,College,Married,$120K +,Blue,50,3,5,0,5412.737315945295,2250,7439.0,0.576,420.8007803122931,10.0,0.727,0.232
Attrited Customer,58.40647252027006,F,1,Doctorate,Single,Less than $40K,Blue,45,5,6,1,605.4643721538929,1411,541.0,0.642,495.9882427076558,25.0,0.63,0.723
Existing Customer,49.87770994188163,F,4,Unknown_Education,Married,Unknown,Blue,25,2,7,2,,587,2792.0,0.67,1300.6347444687324,32.0,0.702,0.174
Attrited Customer,75.27027479195877,M,2,Graduate,Single,$120K +,Blue,41,1,8,1,14978.859943110967,810,30858.0,0.643,822.5323590981604,18.0,0.5,0.026
Attrited Customer,49.39058731733116,M,4,Unknown_Education,Single,$80K - $120K,Blue,31,3,7,3,9043.630633341303,1303,18416.0,0.91,3880.618446465142,43.0,0.565,0.066
Existing Customer,63.397457753092915,M,2,Uneducated,Married,$120K +,Silver,43,1,5,2,20061.686143898274,1588,32928.0,0.745,2579.6836723931156,32.0,0.688,0.046
Existing Customer,37.32708256354306,M,1,Unknown,Single,$40K - $60K,Silver,16,3,6,1,7597.04686434068,2517,15377.0,0.731,4368.819203637231,51.0,0.586,0.141
Attrited Customer,52.18426175644538,F,5,Unknown_Education,Married,$40K - $60K,Blue,25,3,8,6,551.2108847796584,0,1438.3,0.763,1138.696545056443,26.0,0.517,0.0
Existing Customer,52.55013556397224,M,3,College,Single,$60K - $80K,Silver,32,4,5,2,17782.0801807479,1671,28411.0,0.707,4392.97854205161,71.0,0.8,0.056
