Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,churn,prediction,proba
Attrited Customer,52.05702740456093,M,4,Doctorate,Married,$60K - $80K,Blue,37,1,6,2,4810.977186581174,2517,10576.0,0.426,658.3061256583479,13.0,0.444,0.192,1,1,0.9989430416523702
Attrited Customer,57.94312636669434,F,4,Graduate,Married,Less than $40K,Blue,36,5,9,2,619.4027155430762,0,1571.0,0.89,1152.18738137638,28.0,1.056,0.0,1,0,0.10186883448946937
Existing Customer,80.10685622963535,F,1,Graduate,Single,,Blue,36,4,7,2,1068.5487658374177,1101,835.0,0.984,1496.773727786133,31.0,0.892,0.569,0,0,0.014212399192599914
Attrited Customer,57.43005521526584,F,3,Unknown_Education,Single,$40K - $60K,Blue,38,3,8,3,2436.217514827992,0,5026.0,0.564,626.6028986414873,19.0,0.609,0.0,1,1,0.9984887011373237
Attrited Customer,65.93884483856323,F,2,College,Single,Unknown,Silver,36,2,8,3,20606.30998076266,0,34516.0,0.399,473.4218471384379,18.0,0.212,0.0,1,1,0.999395742685225
Attrited Customer,61.87943270974522,F,1,Graduate,Single,Less than $40K,Blue,36,1,7,4,864.8027816529984,502,1920.0,0.997,775.7811415707679,19.0,0.484,0.207,1,1,0.9999337791285345
Attrited Customer,64.43020813644397,M,3,College,Married,$120K +,Blue,43,4,5,5,6752.046362848816,1155,13783.0,0.995,815.6817482029784,21.0,0.645,0.077,1,1,0.981549352905784
Existing Customer,68.67003936684607,M,3,Graduate,Married,$120K +,Blue,48,1,9,2,3472.770158339584,0,8426.0,0.96,6253.3018759609695,57.0,0.717,0.0,0,1,0.9920880621645624
Attrited Customer,48.24285778524565,M,3,Graduate,Divorced,$120K +,Blue,30,3,8,1,19662.301202015056,0,34516.0,0.643,1163.3520976056298,43.0,0.86,0.0,1,0,0.14353655587176187
Existing Customer,50.844840582860456,M,4,Graduate,Married,$60K - $80K,Blue,35,5,10,1,5719.081212867392,2185,7789.0,0.852,1579.5004346499222,29.0,0.673,0.219,0,0,0.005189921156876383
Attrited Customer,59.24238967599056,M,3,Unknown,Single,$60K - $80K,Blue,35,3,8,3,5333.93185652725,1341,12925.0,0.309,365.52482656744695,10.0,0.36,0.094,1,1,0.9738839612688142
Existing Customer,72.9994360116572,F,3,Unknown,Single,Less than $40K,Blue,29,6,4,1,3414.807787100316,1421,7380.0,0.568,426.3775322137929,16.0,0.292,0.161,0,1,0.9456754767320819
Attrited Customer,55.41657401404196,F,2,Graduate,Married,,Blue,34,2,7,2,,2024,210.0,0.717,784.0644413518881,16.0,0.321,0.906,1,1,0.9979445156300966
Attrited Customer,71.74499139280027,M,0,Uneducated,Unknown,$60K - $80K,Blue,48,2,9,2,6924.471869391966,0,13172.0,0.876,1208.1370377327237,19.0,0.621,0.0,1,1,0.8490446560374472
Attrited Customer,54.589913269828216,M,3,Unknown,Married,,Blue,32,3,5,3,5957.080498316559,1462,10757.0,0.558,798.3478295960678,27.0,0.605,0.12,1,1,0.9870257327395726
Existing Customer,52.32773447384479,M,4,Unknown_Education,Divorced,$40K - $60K,Blue,36,5,5,1,1769.0933767217616,1858,3712.0,0.783,916.4611959562084,32.0,0.636,0.334,0,0,0.3597508261162521
Existing Customer,76.31172975234631,F,1,Unknown_Education,Single,Unknown,Blue,55,3,7,3,4890.832966170697,0,13397.0,0.814,1719.1122031343891,40.0,0.63,0.0,0,1,0.7400294007300875
Existing Customer,54.55000102303998,F,3,Graduate,Single,Unknown,Blue,36,3,8,4,4589.587761147368,2517,8672.0,2.041,667.8661655092574,26.0,1.231,0.225,0,0,0.46528761323597745
Existing Customer,84.37877069116982,M,0,Graduate,Single,$60K - $80K,Blue,53,4,5,2,1832.039008051216,2505,1881.0,0.806,1826.2618075042533,36.0,0.806,0.571,0,0,0.21520494926684758
Attrited Customer,51.59020403901292,F,3,College,Single,$40K - $60K,Blue,37,3,8,3,,1219,7157.0,0.644,1296.6631325529925,32.0,0.75,0.146,1,0,0.042162063194834155
Existing Customer,78.55143861457111,F,0,Unknown_Education,Single,$40K - $60K,Blue,56,3,9,2,835.3069300685615,829,1384.0,0.639,1416.7222414034172,49.0,0.714,0.375,0,0,0.04582638936291891
Existing Customer,52.7532128209877,F,3,Graduate,Unknown,Less than $40K,Blue,32,6,5,3,1588.542405952449,2018,882.0,0.705,2053.871854778036,40.0,0.756,0.696,0,0,0.4801306604780048
Existing Customer,50.94519771877518,M,3,High School,Married,$120K +,Blue,25,3,6,4,9592.874114007647,2517,21442.0,0.926,809.1138707875689,15.0,0.667,0.105,0,1,0.9874066076020123
Attrited Customer,57.056650731792494,M,3,High School,Single,$80K - $120K,Blue,39,3,9,2,10791.289106179736,2216,19106.0,0.921,3902.3611984013255,50.0,0.569,0.104,1,1,0.8202158227632573
Existing Customer,39.73116104161724,M,1,Graduate,Single,$80K - $120K,Blue,27,6,8,5,10461.9180850104,1365,25007.0,1.394,954.9105616097124,27.0,1.0,0.052,0,0,0.005956409565456874
Attrited Customer,57.70691090773776,M,3,Unknown_Education,Married,$120K +,Blue,43,4,5,1,6183.12289993194,0,13219.0,0.576,408.6811063150329,13.0,0.5,0.0,1,1,0.9983474639898304
Existing Customer,52.02666788597481,M,1,Graduate,Single,$60K - $80K,Blue,27,4,6,3,,2349,1939.0,0.718,1255.41885901542,17.0,0.541,0.548,0,0,0.07057157640991966
Attrited Customer,62.37714752109434,F,4,Graduate,Married,Unknown,Blue,33,6,6,1,6251.4280390113545,2407,8307.0,0.378,878.5039179784648,27.0,0.543,0.225,1,1,0.5116464110205494
Existing Customer,45.00454086939352,F,4,Graduate,Single,Less than $40K,Blue,28,3,5,3,,0,1438.3,0.726,1016.5961557900922,30.0,0.792,0.0,0,1,0.9180465668352948
Existing Customer,68.14540439683056,M,0,High School,Single,,Blue,49,6,6,4,728.54043007769,975,1147.0,0.807,2058.804352568196,45.0,0.667,0.459,0,0,0.011849720190756143
Attrited Customer,67.57130468481958,F,0,Unknown,Married,Less than $40K,Blue,47,5,7,2,4234.106119434741,1678,6014.0,1.423,811.892246979138,13.0,0.5,0.218,1,1,0.64179096635716
Existing Customer,46.82080140490002,M,1,Graduate,Single,$80K - $120K,Blue,26,4,5,0,606.9423038211818,0,1438.3,0.865,1049.823838063386,28.0,0.618,0.0,0,0,0.25313666049564254
Attrited Customer,46.73139195079585,M,2,High School,Married,$120K +,Silver,23,3,7,2,,1153,33363.0,0.89,916.1890911408268,40.0,0.69,0.033,1,1,0.5156172062632232
Existing Customer,53.54548882473113,F,5,College,Single,Less than $40K,Blue,30,4,7,2,1430.110424815638,1869,2841.0,0.858,2122.6313606783738,39.0,0.655,0.397,0,1,0.6549361217001104
Attrited Customer,59.11714807585511,M,2,Unknown,Single,$60K - $80K,Blue,33,2,6,2,7543.363395203696,0,12871.0,0.598,1108.2042304126326,30.0,0.606,0.0,1,1,0.9358781656430146
Existing Customer,49.53049226320656,M,2,College,Single,$60K - $80K,Blue,22,5,7,3,2243.088015735784,754,3757.0,0.905,738.7408661369628,33.0,0.919,0.167,0,1,0.9020824087777491
Existing Customer,62.79082819527157,F,4,Unknown,Unknown,Less than $40K,Blue,36,5,6,2,2920.274466278542,1151,3793.0,0.801,1757.092778830624,28.0,0.829,0.233,0,0,0.011904366759467298
Existing Customer,54.27174035171493,F,1,Doctorate,Married,Less than $40K,Blue,29,3,7,2,,1705,701.0,0.624,1429.3205279848046,46.0,0.816,0.709,0,0,0.005487280651713853
Attrited Customer,43.4107833617598,F,4,Graduate,Single,Less than $40K,Blue,37,5,5,3,929.4674772546985,0,2419.0,0.762,1496.5506777580683,34.0,0.853,0.0,1,1,0.5138492034441886
Attrited Customer,57.65635021795449,F,3,Unknown_Education,Unknown,Less than $40K,Blue,36,3,4,2,841.3370767982898,813,937.0,0.76,1353.8160278134296,33.0,0.7,0.465,1,0,0.10590315492619155
Existing Customer,60.549158635433166,F,2,High School,Single,Less than $40K,Blue,35,4,10,1,666.5536736755436,1271,415.0,1.087,853.8702996815443,28.0,0.73,0.754,0,1,0.7860839825667317
Attrited Customer,46.64035991325733,F,2,Unknown_Education,Single,Unknown,Blue,36,4,8,4,,947,6791.0,0.845,1429.0582369644617,28.0,0.694,0.122,1,0,0.061195305983370814
Attrited Customer,59.886409790301386,F,2,Uneducated,Married,,Blue,44,6,8,5,8292.773805054725,0,16763.0,0.88,846.0983973668377,37.0,0.683,0.0,1,1,0.9936276256446498
Attrited Customer,60.56592093828658,M,4,Doctorate,Unknown,,Blue,40,3,8,2,1680.1621806660485,1268,2161.0,0.703,1302.4127548813406,38.0,1.783,0.37,1,0,0.0017964587881606998
Attrited Customer,70.55049368695816,M,1,Post-Graduate,Single,$80K - $120K,Blue,38,4,7,2,3969.560883241033,0,13174.0,0.955,2031.051759131784,22.0,0.485,0.0,1,1,0.8773733484067802
Existing Customer,59.54663908658334,F,3,College,Single,Less than $40K,Blue,30,6,6,3,2263.195043984445,2053,2486.0,0.705,730.4765856641274,20.0,0.861,0.452,0,1,0.8641415327753501
Attrited Customer,56.30550199623133,M,3,Uneducated,Single,$80K - $120K,Silver,41,4,5,2,,0,34516.0,0.499,643.6373884850337,26.0,0.516,0.0,1,1,0.997968515582622
Existing Customer,65.86756003296429,M,5,Graduate,Married,$80K - $120K,Silver,36,3,6,1,,760,33756.0,0.407,1149.46457383939,22.0,0.558,0.022,0,0,0.11839352520138732
Existing Customer,58.64232060862331,M,3,Graduate,Divorced,$80K - $120K,Blue,36,4,7,0,,2129,3377.0,0.705,858.7580571867253,36.0,0.55,0.387,0,1,0.7466576147494218
Existing Customer,47.27106508845327,M,4,Graduate,Married,$60K - $80K,Blue,28,6,7,3,5015.066542599265,0,11338.0,0.695,479.2687217056625,12.0,0.5,0.0,0,1,0.98991288759577
Attrited Customer,57.7914773442806,M,5,Graduate,Single,$40K - $60K,Blue,38,2,7,3,2204.852105719051,0,4446.0,0.963,2134.0312684738988,35.0,0.949,0.0,1,1,0.97424605263999
Existing Customer,36.39191649893602,M,1,Unknown_Education,Single,$60K - $80K,Blue,27,5,9,3,3332.2081910326683,606,9423.0,0.727,581.3333861935512,26.0,0.657,0.06,0,1,0.9788279250650104
Existing Customer,65.92608424242414,M,2,College,Married,$120K +,Blue,43,3,5,3,2791.868367867185,1719,3938.0,0.606,743.2005166793623,30.0,0.667,0.304,0,1,0.9796315977753228
Attrited Customer,77.12120176800914,F,1,College,Single,,Blue,50,4,10,1,3369.209475361391,2458,4215.0,0.625,1103.2433478207663,34.0,0.547,0.368,1,1,0.5231030441117469
Attrited Customer,61.29603766326044,M,3,Unknown_Education,Single,$40K - $60K,Blue,38,6,4,1,1211.0541934350388,0,2615.0,0.589,350.5979470298332,15.0,0.259,0.0,1,1,0.9955343225262046
Existing Customer,65.16884211367149,M,2,Unknown_Education,Single,$80K - $120K,Blue,48,4,8,3,,2465,2015.0,0.772,975.9128421401202,23.0,0.682,0.55,0,1,0.760668999922386
Existing Customer,67.35884541888454,F,3,Graduate,Married,Less than $40K,Blue,35,4,8,1,1782.7491170330331,2180,1210.0,0.877,1191.2036777203268,41.0,0.95,0.643,0,0,0.0043131946913740225
Existing Customer,67.86678690417314,F,2,Graduate,Married,Less than $40K,Blue,36,5,4,3,601.4572203740485,0,1438.3,0.565,1165.1466608350272,27.0,0.705,0.0,0,0,0.40046507969071776
Attrited Customer,49.613755606148494,F,4,High School,Unknown,Less than $40K,Silver,31,6,5,2,7691.054261541184,0,13651.0,1.046,2571.6056605944864,28.0,0.775,0.0,1,1,0.9290861770799677
Existing Customer,74.18079029973701,M,0,Graduate,Single,Less than $40K,Blue,36,3,5,4,1443.9774694382704,0,3196.0,0.578,1391.1755286997177,36.0,0.674,0.0,0,0,0.47842508885831625
Existing Customer,73.522892076416,M,0,Unknown_Education,Single,,Blue,46,2,7,2,7414.492532141239,1829,15389.0,0.638,3223.6801812248696,51.0,0.83,0.106,0,0,0.498279625719102
Attrited Customer,64.82389751662443,F,1,Unknown_Education,Married,Less than $40K,Blue,36,5,5,1,1243.1816743640047,1731,447.0,0.683,1404.402221662593,41.0,0.69,0.795,1,0,0.007428913588734354
Existing Customer,71.56091992262483,M,5,Unknown_Education,Single,$80K - $120K,Blue,41,1,6,3,1232.7460824254624,1779,1650.0,0.938,6456.157926632903,34.0,0.65,0.519,0,1,0.9160576054381894
Existing Customer,56.70606178916823,M,2,Graduate,Married,$60K - $80K,Blue,41,4,9,3,1505.5423674159306,2195,433.0,0.635,988.2370016751408,36.0,0.417,0.835,0,0,0.4864260038952198
Attrited Customer,59.39137784185365,M,2,Unknown,Married,$60K - $80K,Blue,36,2,5,2,3691.9314999305993,1329,4895.0,0.74,4547.149251277694,49.0,0.755,0.214,1,1,0.5495849734055931
Existing Customer,60.551347429932825,F,1,High School,Single,Unknown,Blue,39,4,7,2,,0,5448.0,1.011,1136.4557087332894,39.0,1.083,0.0,0,0,0.18602431504194702
Attrited Customer,57.81868580777655,M,4,Unknown,Unknown,$60K - $80K,Blue,39,5,8,2,,740,1075.0,1.124,814.2260260554418,39.0,0.718,0.408,1,1,0.7047963360572327
Existing Customer,60.25926162448912,M,4,Uneducated,Single,$40K - $60K,Blue,39,5,5,2,3615.704096486766,2242,4406.0,0.79,456.01648481889015,22.0,0.579,0.337,0,1,0.9842837843076875
Attrited Customer,60.90221441883095,M,2,Unknown_Education,Married,,Blue,34,3,8,3,3432.9647613141265,0,11188.0,0.658,521.2509737521076,27.0,0.621,0.0,1,1,0.998566499856791
Existing Customer,48.09213486230576,F,1,Graduate,Single,Less than $40K,Silver,30,5,7,2,5671.742965788617,891,9299.0,0.678,1516.706391629565,20.0,0.967,0.087,0,0,0.015003572005770554
Existing Customer,46.108953660688655,M,1,Post-Graduate,Married,$80K - $120K,Blue,26,3,9,2,9195.666803471417,1291,20636.0,0.864,758.7176798419525,16.0,0.542,0.059,0,1,0.9071654637701825
Existing Customer,44.69885355702826,M,1,Graduate,Unknown,Less than $40K,Gold,21,3,5,2,5488.122863160816,1109,14152.0,0.655,7541.060962757403,43.0,0.761,0.073,0,1,0.8464370331843637
Existing Customer,69.53095050022833,M,2,Unknown_Education,Married,$80K - $120K,Blue,36,6,7,1,5754.109131011001,2001,14387.0,0.547,1801.1863082461157,49.0,0.66,0.122,0,0,0.006294992433657431
Existing Customer,65.68994439583895,F,0,Unknown,Divorced,Less than $40K,Blue,47,6,7,3,1586.732753960731,1151,1898.0,0.533,1502.598740269514,44.0,0.52,0.378,0,0,0.031718131215900974
Attrited Customer,58.0378127373611,F,3,Doctorate,Single,Unknown,Blue,36,3,5,1,12793.673937581834,1085,23618.0,0.998,2035.352574708284,30.0,0.575,0.044,1,1,0.8353354252379119
Existing Customer,51.69173520436495,M,3,High School,Single,$80K - $120K,Blue,27,4,5,4,3452.816890456724,943,5219.0,0.484,363.3348807301245,20.0,0.207,0.153,0,1,0.9806050609992127
Existing Customer,53.61876254430328,F,4,Unknown_Education,Single,Less than $40K,Blue,43,4,8,2,929.3138765329244,2292,543.0,0.732,1923.211805922807,32.0,0.756,0.808,0,0,0.11970116654645671
Attrited Customer,68.33736155148037,M,2,Graduate,Married,$40K - $60K,Blue,41,5,8,4,,1399,1183.0,0.559,447.566490070685,22.0,0.909,0.542,1,1,0.8925395429304529
Existing Customer,58.55501923770049,M,4,Unknown,Married,$80K - $120K,Blue,38,2,8,3,1949.924204337936,1570,2228.0,0.916,1716.190157676752,35.0,0.778,0.413,0,1,0.5378801233915941
Attrited Customer,65.48808106428535,M,2,College,Married,$60K - $80K,Blue,36,1,7,3,,1007,6872.0,0.726,995.5256431274992,30.0,0.976,0.128,1,1,0.9567541460969224
Existing Customer,70.07731863510892,F,1,Unknown_Education,Married,Less than $40K,Blue,36,3,8,4,2654.0647106454526,2489,4370.0,0.65,538.5349277988435,10.0,1.0,0.363,0,1,0.9655719830243138
Attrited Customer,69.32412428796651,F,2,Graduate,Married,,Silver,45,6,9,3,5758.166360197955,0,12207.0,0.319,1673.2766903243212,41.0,1.056,0.0,1,0,0.3215988466323473
Existing Customer,41.58148553226186,F,2,Unknown,Married,$40K - $60K,Blue,25,3,5,2,2227.00661284981,1257,3532.0,1.134,714.1670706080588,11.0,0.933,0.262,0,1,0.7832231369369421
Attrited Customer,76.63200900450205,M,0,College,Unknown,$40K - $60K,Blue,56,2,9,2,1230.081349811527,0,3477.0,0.436,636.3902918763309,16.0,0.739,0.0,1,1,0.9982542162477602
Attrited Customer,63.04291915299636,M,2,Unknown_Education,Single,$60K - $80K,Blue,47,6,6,4,1243.791973683375,0,2248.0,0.735,1093.182996373392,43.0,0.54,0.0,1,1,0.794023442832987
Existing Customer,63.76338684998143,F,3,High School,Single,$40K - $60K,Blue,30,4,5,3,4770.899001405646,0,10136.0,0.428,1489.0727233081227,38.0,0.472,0.0,0,1,0.8930608393150282
Existing Customer,57.36374687985315,F,2,High School,Married,,Blue,27,5,8,1,5835.204244434928,1302,13529.0,0.916,1884.2329193776447,39.0,0.698,0.088,0,0,0.010684176252592643
Attrited Customer,58.02108970675482,F,2,Unknown,Married,Less than $40K,Blue,36,1,6,2,922.7289870691004,0,2114.0,0.875,1126.028637292785,26.0,0.5,0.0,1,1,0.9928073794822383
Attrited Customer,44.5333847295737,M,0,Unknown,Married,$60K - $80K,Blue,26,5,6,1,2180.324010582227,1521,2288.0,0.692,1214.4593861497756,36.0,0.865,0.399,1,0,0.001340838760899909
Existing Customer,57.14392076167857,M,2,Graduate,Married,,Blue,38,6,6,2,16023.01648517869,1899,27005.0,0.85,582.0753136434402,16.0,0.4,0.066,0,1,0.9089277824866336
Existing Customer,64.75047420427236,M,1,Post-Graduate,Married,$40K - $60K,Blue,36,4,7,2,,1372,1111.0,1.642,391.4799923965524,17.0,0.458,0.553,0,1,0.511963563519464
Existing Customer,65.55412422952675,M,1,Graduate,Married,,Blue,36,5,5,2,6260.811917318942,1180,10149.0,0.648,323.40200271805566,11.0,0.571,0.104,0,1,0.906367940276333
Existing Customer,60.45933728705537,F,2,Unknown_Education,Married,$40K - $60K,Blue,36,5,9,1,797.3530577440638,1663,733.0,0.645,1896.0082783207947,24.0,0.667,0.694,0,0,0.0032928908720190886
Existing Customer,56.92922783840143,M,2,Graduate,Single,$80K - $120K,Blue,36,6,9,1,9210.133706530309,0,26690.0,1.144,1735.4222792144008,39.0,1.054,0.0,0,0,0.018246148729962716
Attrited Customer,63.454233748958366,M,1,Uneducated,Single,$60K - $80K,Blue,35,5,9,2,6861.360814338585,1036,20660.0,0.965,1531.972109276942,39.0,0.854,0.048,1,0,0.00982866777438579
Existing Customer,65.32358372924699,M,1,Graduate,Married,$80K - $120K,Blue,44,3,6,0,3611.1104217541706,1501,7577.0,0.51,516.8418655060676,11.0,0.545,0.165,0,1,0.5901875698303417
Existing Customer,52.08475015004473,F,4,Uneducated,Married,Less than $40K,Blue,30,3,6,1,1413.934881810463,1759,720.0,0.81,2117.695729928142,48.0,0.72,0.71,0,0,0.08864767152958078
Attrited Customer,55.8790342214133,F,2,Uneducated,Single,Less than $40K,Blue,31,5,7,3,1039.2156874839864,1490,960.0,0.747,759.1270840391325,33.0,0.684,0.608,1,1,0.9247993341592298
Attrited Customer,58.109727339930046,M,4,Graduate,Married,$40K - $60K,Blue,19,5,8,2,2701.339520804266,0,8374.0,0.885,1642.012255292824,19.0,1.034,0.0,1,0,0.04379064435901471
Attrited Customer,57.72058905534868,F,3,Graduate,Married,$40K - $60K,Blue,31,6,9,4,6814.070210467003,0,14899.0,0.381,318.40088947778963,14.0,0.368,0.0,1,1,0.9937094624372858
Existing Customer,48.99089308337099,F,3,Doctorate,Married,Less than $40K,Blue,36,4,7,1,4367.124681046235,2154,7624.0,0.5,1134.0382771126149,28.0,0.692,0.22,0,0,0.01036141114409059
Existing Customer,62.3623155705465,M,2,Unknown_Education,Single,$120K +,Blue,36,5,4,3,4895.681103333415,0,9697.0,0.759,819.2867640967743,21.0,0.923,0.0,0,1,0.9942567753412389
Attrited Customer,49.615914677838994,M,1,College,Married,$60K - $80K,Blue,23,3,6,2,1898.044318504289,1604,3906.0,0.551,480.3993776815214,23.0,0.262,0.291,1,1,0.9082369829069333
Existing Customer,59.49730323355688,F,2,Uneducated,Single,Less than $40K,Blue,36,5,7,4,821.0046606399476,1513,223.0,0.829,1683.4749648736215,22.0,0.558,0.872,0,0,0.22978956917673873
Attrited Customer,58.15292239828577,F,4,Graduate,Married,,Blue,41,5,6,2,2722.0291830990923,644,5606.0,1.06,1132.634449354447,23.0,1.158,0.103,1,0,0.013190610690643853
Attrited Customer,62.08760686309626,M,4,Unknown_Education,Married,$80K - $120K,Blue,36,2,8,2,11766.975162519264,0,22917.0,0.574,815.7203532766457,22.0,0.5,0.0,1,1,0.9992052560132736
Existing Customer,54.11790026829124,F,4,Unknown,Married,Less than $40K,Blue,38,5,7,3,1141.48215364594,1307,2024.0,0.617,1201.2321018573514,26.0,0.683,0.392,0,0,0.014084574909168139
Existing Customer,59.551625406025096,F,4,Graduate,Single,Unknown,Gold,41,5,6,2,,2374,32142.0,0.81,1288.1538659404134,41.0,0.604,0.069,0,0,0.04650982746728748
Existing Customer,82.54745213957112,F,0,Unknown,Single,Less than $40K,Blue,56,3,8,2,,812,4629.0,0.534,1152.7434409534656,32.0,0.551,0.149,0,0,0.20542064610935426
Attrited Customer,64.91605858235849,F,3,Graduate,Unknown,Less than $40K,Blue,36,4,5,2,3084.225591801372,1131,5051.0,0.566,1439.7259210375591,20.0,0.615,0.183,1,0,0.011213037542090019
Existing Customer,61.13000343100363,M,2,Unknown,Single,$80K - $120K,Blue,41,3,8,1,1127.6049412506386,1425,1332.0,0.574,1064.3902689177548,36.0,1.054,0.517,0,0,0.015842463574804008
Existing Customer,60.366277472196565,F,1,Unknown_Education,Single,Unknown,Blue,39,4,8,2,943.188341633518,1182,839.0,0.794,1798.286274293757,26.0,0.833,0.585,0,0,0.04437919401870092
Attrited Customer,61.50178603598904,F,4,Graduate,Single,Unknown,Blue,41,5,6,2,2452.8587638059803,1172,4067.0,0.825,903.3667466540156,29.0,0.968,0.224,1,0,0.21472229951146493
Existing Customer,75.76707320032197,M,2,Unknown,Single,$60K - $80K,Blue,36,6,8,3,1129.2015616544784,1418,825.0,0.39,430.78843650941417,15.0,0.409,0.632,0,1,0.7384196177745327
Existing Customer,59.82535472735541,M,3,Graduate,Single,$40K - $60K,Gold,36,2,6,2,9864.698859178388,1408,22573.0,0.844,6011.049927793814,29.0,0.846,0.059,0,1,0.9915415962500088
Attrited Customer,65.69589454497229,M,3,High School,Married,$80K - $120K,Blue,36,4,5,5,12213.112387098005,1420,19462.0,0.857,744.2845668135636,17.0,0.6,0.068,1,1,0.9635729043732542
Attrited Customer,50.89767203340831,F,3,Graduate,Married,Unknown,Blue,40,5,4,3,1870.9127969885471,1087,2508.0,0.528,1404.1838656952905,35.0,0.919,0.302,1,0,0.0390790721345234
Attrited Customer,64.15903448524261,F,1,Unknown,Married,,Blue,50,3,7,3,783.612504515673,0,1438.3,0.57,180.73121114740013,5.0,0.231,0.0,1,1,0.9988177070406676
